Name,DLdown,DLup,ULdown,ULup,BWmax,Mode
700,793000,803000,738000,748000,10000,FDD
900,945000,960000,900000,915000,15000,FDD
1.5,1475900,1485900,1427900,1437900,10000,FDD
1.7,1845000,1860000,1750000,1765000,15000,FDD
2,2150000,2170000,1960000,1980000,20000,FDD
2.5,2545000,2575000,,,30000,TDD
3.4,3400000,3440000,,,40000,TDD
3.5,3560000,3600000,,,40000,TDD
3.7,3900000,4000000,,,100000,TDD
28,29100000,29500000,,,400000,TDD
