Name,DLdown,DLup,ULdown,ULup,BWmax,Mode
700,783000,793000,728000,738000,10000,FDD
800,875000,890000,830000,845000,15000,FDD
1.5,1495900,1510900,1447900,1462900,15000,FDD
1.7,1860000,1880000,1765000,1765000,20000,FDD
2,2130000,2150000,1940000,1960000,20000,FDD
3.4,3440000,3480000,,,40000,TDD
3.5,3480000,3520000,,,40000,TDD
3.7,3600000,3700000,,,100000,TDD
4.5,4500000,4600000,,,100000,TDD
28,27400000,27800000,,,400000,TDD
