Name,Down,Up
0,868000,868600
1,905700,906300
2,907700,908300
3,909700,910300
4,911700,912300
5,913700,914300
6,915700,916300
7,917700,918300
8,919700,920300
9,921700,922300
10,923700,924300
11,2404000,2406000
12,2409000,2411000
13,2414000,2416000
14,2419000,2421000
15,2424000,2426000
16,2429000,2431000
17,2434000,2436000
18,2439000,2441000
19,2444000,2446000
20,2449000,2451000
21,2454000,2456000
22,2459000,2461000
23,2464000,2466000
24,2469000,2471000
25,2474000,2476000
26,2479000,2481000
